-0.010648013	-0.011616903	0.06682762	0.075086094	-0.115621805	-0.07538099	0.033638615	-0.01340286	0.1336843	0.094970636	0.063763924	-0.15810625	0.079041496	-0.0035578578	-0.059524264	0.02020709
0.008541767	0.014454615	0.033798322	-0.0023657572	0.023076497	0.030348323	-0.032418348	0.018269027	0.026629698	0.07191571	-0.022941329	-0.078173965	0.04008779	-0.03886696	0.012738919	0.03361364
0.09625356	0.082579136	-0.0710703	0.001587204	0.048129827	0.080201626	-0.1010562	0.08482385	0.016214525	0.015762758	-0.054455187	0.030274287	0.040931344	0.03631066	0.08481092	-0.0054324493
0.015310181	-0.044749893	0.062228356	-0.011526821	-0.0036208758	0.05687909	-0.04453773	0.03921768	0.0184935	0.029503804	0.050886292	-0.06694274	0.039212465	0.013363882	-0.0071216123	-0.06941775
0.012875953	-0.1048874	0.04072648	0.11293391	0.0020693212	0.065331146	0.058384653	0.0033754297	0.1577357	0.13004632	0.09430188	-0.13482903	0.09091239	-0.07164414	-0.044266626	0.07323617
0.074693635	0.056793816	-0.064586766	-0.072424136	0.014941504	0.12608604	-0.015677236	0.12408387	-0.053179275	-0.07298533	-0.03393588	-0.0015794458	-0.034155056	0.085489474	0.049541865	-0.10349185
0.07566632	0.04506636	-0.019708475	-0.055373326	-0.03664045	0.08254071	-0.051668704	0.077801675	-0.007594905	-0.019532965	-0.030426607	0.012601487	-0.0027509017	0.030494139	0.017110445	-0.016020104
0.0016541401	-0.014443379	-0.010319269	0.038253408	-0.10246327	0.08713857	-0.00801597	0.060710937	0.03470755	0.030963486	0.06709872	-0.027090617	0.015621047	-0.01868084	-0.042263374	-0.0146182785
0.065387346	-0.03514912	0.05720822	0.05656711	0.024280991	0.027326737	-0.036206577	0.012117739	0.11026668	0.023512363	0.11404894	-0.097663164	0.076350115	0.01393382	-0.04309345	-0.029983638
0.0056387414	0.039285265	-0.013424313	-0.042362098	-0.04642847	-0.03350074	-0.06986742	0.026690535	0.008149033	-0.0351636	-0.082451396	0.062286243	0.04237114	0.02436493	0.045860562	-0.015658427
0.1038402	-0.021230143	-0.031585142	0.054069947	0.026747283	0.16969696	0.010172847	0.09307435	-0.01995237	0.019260807	0.059136666	-0.016952455	0.0056990567	0.06397783	0.037365716	-0.033976633
0.010378837	-0.009088609	0.062429223	0.09252092	0.011431449	-0.15767646	0.021162178	-0.060500808	0.09855538	0.0916543	0.079473644	-0.11303287	0.07189767	0.004187502	-0.04986369	0.12594184
0.015479492	-0.009405725	-0.044248752	0.0094786305	0.009880511	-0.032128934	-0.0078420965	0.042570096	-0.004799009	-0.004676262	-0.06538352	-0.030205023	-0.011280324	0.021051262	0.060981777	-0.053569008
0.025591861	0.03988259	0.016901096	0.028429171	-0.07967924	0.014124296	-0.081154294	0.066933595	0.03959261	-0.070565656	-0.098292165	-0.015035918	0.00085755286	0.020285433	0.05320286	-0.05213417
-0.101575255	-0.06666828	0.05253361	0.11706342	-0.0750422	-0.14448373	0.06087233	-0.102409914	0.17145719	0.10868802	0.10967062	-0.13321508	0.07323327	-0.046142824	-0.06957766	0.054323044
0.06947915	0.047169417	0.037640404	-0.04262681	0.0050442345	0.0015668436	0.0055855815	0.0005439773	-0.010515869	-0.08074828	-0.08163478	0.044814363	-0.031064635	0.009501674	0.013087081	-0.03997386
